Account Number,Suite,House Number,Street Name,Garage,Neighbourhood ID,Neighbourhood,Ward,Assessed Value,Latitude,Longitude,Point Location,Assessment Class % 1,Assessment Class % 2,Assessment Class % 3,Assessment Class 1,Assessment Class 2,Assessment Class 3
1106178,,15750,128 AVENUE NW,N,4320,MISTATIM INDUSTRIAL,Anirniq Ward,3714500,53.585868189141394,-113.59367481973176,POINT (-113.59367481973176 53.585868189141394),100,,,COMMERCIAL,,
1070655,,18116,4 AVENUE SW,Y,5570,WINDERMERE,pihêsiwin Ward,1420500,53.429474485644555,-113.63494245698799,POINT (-113.63494245698799 53.429474485644555),100,,,RESIDENTIAL,,
1273994,,9738,155 STREET NW,Y,4580,WEST JASPER PLACE,Nakota Isga Ward,312000,53.53560784333221,-113.58905191489688,POINT (-113.58905191489688 53.53560784333221),100,,,RESIDENTIAL,,
1175371,,8119,188 STREET NW,Y,4020,ALDERGROVE,Nakota Isga Ward,403500,53.51503375989811,-113.64553522323845,POINT (-113.64553522323845 53.51503375989811),100,,,RESIDENTIAL,,
1058205,,152,KINISKI CRESCENT NW,Y,6370,KINISKI GARDENS,Sspomitapi Ward,324000,53.48070719671143,-113.40364923155835,POINT (-113.40364923155835 53.48070719671143),100,,,RESIDENTIAL,,
1097567,,9115,177 AVENUE NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,350500,53.638976023519724,-113.4806947046599,POINT (-113.4806947046599 53.638976023519724),100,,,RESIDENTIAL,,
1216175,,8728,163 STREET NW,Y,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,317500,53.52186197169179,-113.60334974900111,POINT (-113.60334974900111 53.52186197169179),100,,,RESIDENTIAL,,
1162783,,8403,190 STREET NW,Y,4020,ALDERGROVE,Nakota Isga Ward,374500,53.517623484261726,-113.65100247988924,POINT (-113.65100247988924 53.517623484261726),100,,,RESIDENTIAL,,
1092840,,808,HEPBURN AVENUE NW,Y,5230,HENDERSON ESTATES,pihêsiwin Ward,698000,53.46840733188363,-113.59963285098763,POINT (-113.59963285098763 53.46840733188363),100,,,RESIDENTIAL,,
1099316,,9519,189 STREET NW,Y,4240,LA PERLE,Nakota Isga Ward,374000,53.53060615932628,-113.64866303696711,POINT (-113.64866303696711 53.53060615932628),100,,,RESIDENTIAL,,
1061126,,18138,96 AVENUE NW,N,4240,LA PERLE,Nakota Isga Ward,183500,53.53067073274137,-113.63578507800712,POINT (-113.63578507800712 53.53067073274137),100,,,RESIDENTIAL,,
1289800,301,6319,172 STREET NW,N,4080,CALLINGWOOD SOUTH,sipiwiyiniwak Ward,89500,53.498984120984986,-113.61930247333459,POINT (-113.61930247333459 53.498984120984986),100,,,RESIDENTIAL,,
1116524,,15428,78 AVENUE NW,Y,4430,RIO TERRACE,sipiwiyiniwak Ward,536000,53.51144657932507,-113.58790998196343,POINT (-113.58790998196343 53.51144657932507),100,,,RESIDENTIAL,,
1298678,,9403,152 STREET NW,Y,4500,SHERWOOD,sipiwiyiniwak Ward,318000,53.530269185643476,-113.58281090991291,POINT (-113.58281090991291 53.530269185643476),100,,,RESIDENTIAL,,
1112713,,1202,STARLING DRIVE NW,N,4474,STARLING,Nakota Isga Ward,68000,53.59250185842883,-113.65598885016435,POINT (-113.65598885016435 53.59250185842883),92,8,,RESIDENTIAL,COMMERCIAL,
1095447,,120,HEALY ROAD NW,Y,5230,HENDERSON ESTATES,pihêsiwin Ward,602000,53.46398055926678,-113.59707709951914,POINT (-113.59707709951914 53.46398055926678),100,,,RESIDENTIAL,,
1140565,,15721,87 AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,352500,53.51911264835207,-113.59352244846305,POINT (-113.59352244846305 53.51911264835207),100,,,RESIDENTIAL,,
1185651,,8905,163 STREET NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,335500,53.524621103163184,-113.60228429550338,POINT (-113.60228429550338 53.524621103163184),100,,,RESIDENTIAL,,
1098086,,9171,179 AVENUE NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,314000,53.64177046996679,-113.48140073039094,POINT (-113.48140073039094 53.64177046996679),100,,,RESIDENTIAL,,
1295625,2,10205,158 AVENUE NW,N,3040,BEAUMARIS,tastawiyiniwak Ward,167500,53.61879817678316,-113.5000048591404,POINT (-113.5000048591404 53.61879817678316),100,,,RESIDENTIAL,,
1337864,,9612,167 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,378000,53.53437972007601,-113.61104454352629,POINT (-113.61104454352629 53.53437972007601),100,,,RESIDENTIAL,,
1143528,,11841,154 STREET NW,N,4330,MITCHELL INDUSTRIAL,Anirniq Ward,1735500,53.57171490824146,-113.58659310667822,POINT (-113.58659310667822 53.57171490824146),100,,,COMMERCIAL,,
1080860,,18503,95A AVENUE NW,N,4240,LA PERLE,Nakota Isga Ward,330000,53.53028233528556,-113.64304541904146,POINT (-113.64304541904146 53.53028233528556),100,,,RESIDENTIAL,,
1319656,106,10136,160 STREET NW,N,4060,BRITANNIA YOUNGSTOWN,Nakota Isga Ward,88000,53.54205923616651,-113.59691253943544,POINT (-113.59691253943544 53.54205923616651),100,,,RESIDENTIAL,,
1190438,,,,N,1150,OLIVER,O-day'min Ward,8000,53.54033965527479,-113.52550829517108,POINT (-113.52550829517108 53.54033965527479),100,,,RESIDENTIAL,,
1059468,,123,KINISKI CRESCENT NW,Y,6370,KINISKI GARDENS,Sspomitapi Ward,351000,53.47910072635211,-113.40428188716558,POINT (-113.40428188716558 53.47910072635211),100,,,RESIDENTIAL,,
1338466,,16819,96 AVENUE NW,Y,4180,GLENWOOD,Nakota Isga Ward,325500,53.53370583731257,-113.61262860273582,POINT (-113.61262860273582 53.53370583731257),100,,,RESIDENTIAL,,
1079201,,7619,152C AVENUE NW,Y,2410,KILKENNY,tastawiyiniwak Ward,351500,53.6150416451491,-113.4615109719839,POINT (-113.4615109719839 53.6150416451491),100,,,RESIDENTIAL,,
1312396,,3538,42 STREET NW,N,6530,MINCHAU,Sspomitapi Ward,164500,53.46633026354483,-113.40715554075486,POINT (-113.40715554075486 53.46633026354483),100,,,RESIDENTIAL,,
1178995,,,,N,5480,STRATHCONA,papastew Ward,7000,53.5241732479624,-113.4926579174034,POINT (-113.4926579174034 53.5241732479624),100,,,RESIDENTIAL,,
1327527,203,13704,24 STREET NW,N,2030,BANNERMAN,Dene Ward,65000,53.60032965434167,-113.38008200076702,POINT (-113.38008200076702 53.60032965434167),100,,,RESIDENTIAL,,
1012699,,1032,107 STREET NW,Y,5030,BEARSPAW,Ipiihkoohkanipiaohtsi Ward,433500,53.44072800497563,-113.50251816032073,POINT (-113.50251816032073 53.44072800497563),100,,,RESIDENTIAL,,
1189448,8B,10050,118 STREET NW,N,1150,OLIVER,O-day'min Ward,283000,53.54033965527479,-113.52550829517108,POINT (-113.52550829517108 53.54033965527479),100,,,RESIDENTIAL,,
1304385,,752,WANYANDI ROAD NW,Y,4360,OLESKIW,sipiwiyiniwak Ward,906000,53.5004586123096,-113.60490791099001,POINT (-113.60490791099001 53.5004586123096),100,,,RESIDENTIAL,,
1180025,,,,N,5480,STRATHCONA,papastew Ward,7000,53.5241732479624,-113.4926579174034,POINT (-113.4926579174034 53.5241732479624),100,,,RESIDENTIAL,,
1278423,,15425,95 AVENUE NW,Y,4500,SHERWOOD,sipiwiyiniwak Ward,256500,53.53121303775691,-113.58814284536385,POINT (-113.58814284536385 53.53121303775691),100,,,RESIDENTIAL,,
1202878,302,2624,MILL WOODS ROAD EAST NW,N,6770,WEINLOS,Sspomitapi Ward,92000,53.45885364204667,-113.40821799717817,POINT (-113.40821799717817 53.45885364204667),100,,,RESIDENTIAL,,
1185206,,16204,88 AVENUE NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,385500,53.522747938263635,-113.60157687020818,POINT (-113.60157687020818 53.522747938263635),100,,,RESIDENTIAL,,
1196922,,8717,162 STREET NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,327000,53.52123393536458,-113.60091204637148,POINT (-113.60091204637148 53.52123393536458),100,,,RESIDENTIAL,,
1013192,,1033,106 STREET NW,Y,5030,BEARSPAW,Ipiihkoohkanipiaohtsi Ward,433500,53.44071519598684,-113.49813436078253,POINT (-113.49813436078253 53.44071519598684),100,,,RESIDENTIAL,,
1056373,,71,KINISKI CRESCENT NW,Y,6370,KINISKI GARDENS,Sspomitapi Ward,328500,53.478148855969316,-113.4016541222197,POINT (-113.4016541222197 53.478148855969316),100,,,RESIDENTIAL,,
1019314,,165,WILLOW WAY NW,Y,4610,WESTRIDGE,sipiwiyiniwak Ward,591000,53.504226576752416,-113.59964965099068,POINT (-113.59964965099068 53.504226576752416),100,,,RESIDENTIAL,,
1030865,,3311,138 AVENUE NW,N,2320,HAIRSINE,Dene Ward,154000,53.60004586685922,-113.39262285310896,POINT (-113.39262285310896 53.60004586685922),100,,,RESIDENTIAL,,
1007293,,8711,152B AVENUE NW,Y,2260,EVANSDALE,tastawiyiniwak Ward,386500,53.614231942744006,-113.47515232494021,POINT (-113.47515232494021 53.614231942744006),100,,,RESIDENTIAL,,
1153808,,17509,107 AVENUE NW,N,4300,MCNAMARA INDUSTRIAL,Nakota Isga Ward,973500,53.55286243969551,-113.62240152168432,POINT (-113.62240152168432 53.55286243969551),100,,,COMMERCIAL,,
1276377,,21121,111 AVENUE NW,N,4650,WINTERBURN INDUSTRIAL AREA EAST,Nakota Isga Ward,2174000,53.55854146091392,-113.68373657723261,POINT (-113.68373657723261 53.55854146091392),100,,,COMMERCIAL,,
1195114,,15615,84 STREET NW,Y,2050,BELLE RIVE,tastawiyiniwak Ward,306000,53.617097241543334,-113.47087382946025,POINT (-113.47087382946025 53.617097241543334),100,,,RESIDENTIAL,,
1362409,,9950,160 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,372000,53.538987243308355,-113.59782822783752,POINT (-113.59782822783752 53.538987243308355),100,,,RESIDENTIAL,,
1283191,168,2703,79 STREET NW,N,6470,MEYONOHK,Karhiio Ward,126000,53.457748444411344,-113.45252934111195,POINT (-113.45252934111195 53.457748444411344),100,,,RESIDENTIAL,,
1311752,,9827,163 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,259000,53.537073856261635,-113.60220031736138,POINT (-113.60220031736138 53.537073856261635),100,,,RESIDENTIAL,,
1007939,,8348,152C AVENUE NW,Y,2260,EVANSDALE,tastawiyiniwak Ward,481000,53.61556965675644,-113.47073026019179,POINT (-113.47073026019179 53.61556965675644),100,,,RESIDENTIAL,,
1219807,,9106,169 STREET NW,Y,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,305000,53.52654855269199,-113.61443294218365,POINT (-113.61443294218365 53.52654855269199),100,,,RESIDENTIAL,,
1092238,,15,PATRICIA CRESCENT NW,Y,4390,PATRICIA HEIGHTS,sipiwiyiniwak Ward,1163000,53.50991902012973,-113.60581065194914,POINT (-113.60581065194914 53.50991902012973),100,,,RESIDENTIAL,,
1121862,,5109,146 AVENUE NW,N,2130,CASSELMAN,Dene Ward,147500,53.60835021899318,-113.4190607766373,POINT (-113.4190607766373 53.60835021899318),100,,,RESIDENTIAL,,
1199207,,9321,157 STREET NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,368500,53.53017978149283,-113.59148336636355,POINT (-113.59148336636355 53.53017978149283),100,,,RESIDENTIAL,,
1035955,,9523,178A AVENUE NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,322000,53.640610007707394,-113.48952927284446,POINT (-113.48952927284446 53.640610007707394),100,,,RESIDENTIAL,,
1310416,,10161,158 AVENUE NW,N,3040,BEAUMARIS,tastawiyiniwak Ward,220000,53.61879064397748,-113.49830002095884,POINT (-113.49830002095884 53.61879064397748),100,,,RESIDENTIAL,,
1040534,,7205,48 STREET NW,N,6780,WEIR INDUSTRIAL,Métis Ward,846500,53.508494634310495,-113.41435645747609,POINT (-113.41435645747609 53.508494634310495),100,,,COMMERCIAL,,
1124494,5,4403,RIVERBEND ROAD NW,N,5340,RAMSAY HEIGHTS,pihêsiwin Ward,173000,53.481562086954206,-113.57882985906069,POINT (-113.57882985906069 53.481562086954206),100,,,RESIDENTIAL,,
1124247,,15001,86 AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,394000,53.5183126142418,-113.57987180403809,POINT (-113.57987180403809 53.5183126142418),100,,,RESIDENTIAL,,
1318872,,15718,78 STREET NW,Y,2511,MAYLIEWAN,tastawiyiniwak Ward,326500,53.61901354162941,-113.4622021448156,POINT (-113.4622021448156 53.61901354162941),100,,,RESIDENTIAL,,
1156041,110,17820,98 AVENUE NW,N,4240,LA PERLE,Nakota Isga Ward,107000,53.53394321016487,-113.62989686412874,POINT (-113.62989686412874 53.53394321016487),100,,,RESIDENTIAL,,
1165463,,8132,169B STREET NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,299500,53.51542170613555,-113.61433812491235,POINT (-113.61433812491235 53.51542170613555),100,,,RESIDENTIAL,,
1201763,109,2620,MILL WOODS ROAD EAST NW,N,6770,WEINLOS,Sspomitapi Ward,67500,53.45885364204667,-113.40821799717817,POINT (-113.40821799717817 53.45885364204667),100,,,RESIDENTIAL,,
1298132,,9521,152 STREET NW,Y,4580,WEST JASPER PLACE,Nakota Isga Ward,319000,53.5322292197948,-113.58280739897936,POINT (-113.58280739897936 53.5322292197948),100,,,RESIDENTIAL,,
1087899,,13907,122 AVENUE NW,Y,3170,DOVERCOURT,Anirniq Ward,275000,53.5731521083652,-113.56180878100686,POINT (-113.56180878100686 53.5731521083652),100,,,RESIDENTIAL,,
1286616,,9611,154 STREET NW,Y,4580,WEST JASPER PLACE,Nakota Isga Ward,341000,53.53350815341604,-113.58631421948911,POINT (-113.58631421948911 53.53350815341604),100,,,RESIDENTIAL,,
1276096,,3518,HILL VIEW CRESCENT NW,Y,6300,HILLVIEW,Karhiio Ward,454000,53.46849333313506,-113.42224008130535,POINT (-113.42224008130535 53.46849333313506),100,,,RESIDENTIAL,,
1156686,105,9810,178 STREET NW,N,4240,LA PERLE,Nakota Isga Ward,83500,53.53394321016487,-113.62989686412874,POINT (-113.62989686412874 53.53394321016487),100,,,RESIDENTIAL,,
1016641,,10462,14 AVENUE NW,Y,5030,BEARSPAW,Ipiihkoohkanipiaohtsi Ward,405500,53.44482374881666,-113.49710955813707,POINT (-113.49710955813707 53.44482374881666),100,,,RESIDENTIAL,,
1053719,,3511,41B AVENUE NW,N,6370,KINISKI GARDENS,Sspomitapi Ward,309500,53.477738709229406,-113.39488188515543,POINT (-113.39488188515543 53.477738709229406),100,,,RESIDENTIAL,,
1200435,,15703,95 AVENUE NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,320000,53.531248632958864,-113.59223414590241,POINT (-113.59223414590241 53.531248632958864),100,,,RESIDENTIAL,,
1097757,,17910,93 STREET NW,N,2450,LAGO LINDO,tastawiyiniwak Ward,282000,53.64248093053902,-113.48505767857459,POINT (-113.48505767857459 53.64248093053902),100,,,RESIDENTIAL,,
1180124,,16202,86 AVENUE NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,285000,53.51881676280426,-113.60151645083029,POINT (-113.60151645083029 53.51881676280426),100,,,RESIDENTIAL,,
1222991,,15930,MANNING DRIVE NW,N,2110,BRINTNELL,Dene Ward,6500,53.62116882194815,-113.40618411973757,POINT (-113.40618411973757 53.62116882194815),100,,,COMMERCIAL,,
1093772,,704,HENDRA CRESCENT NW,Y,5230,HENDERSON ESTATES,pihêsiwin Ward,527000,53.46594395816462,-113.59561482628433,POINT (-113.59561482628433 53.46594395816462),100,,,RESIDENTIAL,,
1300011,,16715,94 STREET NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,355000,53.62962795102151,-113.48658710994684,POINT (-113.48658710994684 53.62962795102151),100,,,RESIDENTIAL,,
1304807,,1008,WANYANDI WAY NW,Y,4360,OLESKIW,sipiwiyiniwak Ward,773500,53.4978968362623,-113.60336764549851,POINT (-113.60336764549851 53.4978968362623),100,,,RESIDENTIAL,,
1123181,,2939,151 AVENUE NW,N,2430,KIRKNESS,Dene Ward,164000,53.61333692583089,-113.38158765811959,POINT (-113.38158765811959 53.61333692583089),100,,,RESIDENTIAL,,
1059187,,179,KINISKI CRESCENT NW,Y,6370,KINISKI GARDENS,Sspomitapi Ward,309500,53.48146550933664,-113.40343661204113,POINT (-113.40343661204113 53.48146550933664),100,,,RESIDENTIAL,,
1042654,40,15710,BEAUMARIS ROAD NW,N,3040,BEAUMARIS,tastawiyiniwak Ward,167000,53.61796616572657,-113.50328669242306,POINT (-113.50328669242306 53.61796616572657),100,,,RESIDENTIAL,,
1054220,,4125,37A STREET NW,Y,6370,KINISKI GARDENS,Sspomitapi Ward,322000,53.47691868898829,-113.39760674312895,POINT (-113.39760674312895 53.47691868898829),100,,,RESIDENTIAL,,
1026723,,1616,BEARSPAW DRIVE WEST NW,Y,5030,BEARSPAW,Ipiihkoohkanipiaohtsi Ward,397500,53.44639694603985,-113.51314011935388,POINT (-113.51314011935388 53.44639694603985),100,,,RESIDENTIAL,,
1200450,,18604,55 AVENUE NW,N,4220,JAMIESON PLACE,sipiwiyiniwak Ward,320000,53.49185552331518,-113.64572969601318,POINT (-113.64572969601318 53.49185552331518),100,,,RESIDENTIAL,,
1335603,,9840,169 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,321500,53.53703309101434,-113.61419999268684,POINT (-113.61419999268684 53.53703309101434),100,,,RESIDENTIAL,,
1083807,,7500,158 STREET NW,Y,4390,PATRICIA HEIGHTS,sipiwiyiniwak Ward,2415000,53.5066775623883,-113.59467175172642,POINT (-113.59467175172642 53.5066775623883),100,,,RESIDENTIAL,,
1260876,,15009,26 STREET NW,N,2280,FRASER,Dene Ward,134500,53.61263078260032,-113.37761544327286,POINT (-113.37761544327286 53.61263078260032),100,,,RESIDENTIAL,,
1279827,47,1651,46 STREET NW,N,6580,POLLARD MEADOWS,Sspomitapi Ward,182500,53.44449555015787,-113.40805607019388,POINT (-113.40805607019388 53.44449555015787),100,,,RESIDENTIAL,,
1078989,,8011,152C AVENUE NW,Y,2410,KILKENNY,tastawiyiniwak Ward,358000,53.61512332483894,-113.46612102889483,POINT (-113.46612102889483 53.61512332483894),100,,,RESIDENTIAL,,
1202928,,9218,157 STREET NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,335500,53.52839831292792,-113.59227230346345,POINT (-113.59227230346345 53.52839831292792),100,,,RESIDENTIAL,,
1131762,5,10731,79 AVENUE NW,N,5330,QUEEN ALEXANDRA,papastew Ward,164000,53.51492849816707,-113.50783871496265,POINT (-113.50783871496265 53.51492849816707),100,,,RESIDENTIAL,,
1117365,,7703,155 STREET NW,Y,4430,RIO TERRACE,sipiwiyiniwak Ward,544500,53.50990889573254,-113.58854157968149,POINT (-113.58854157968149 53.50990889573254),100,,,RESIDENTIAL,,
1353770,309,10511,19 AVENUE NW,N,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,109500,53.447659200085596,-113.50190409199921,POINT (-113.50190409199921 53.447659200085596),100,,,RESIDENTIAL,,
1052752,,4120,37 STREET NW,Y,6370,KINISKI GARDENS,Sspomitapi Ward,312000,53.47836171784077,-113.39782286173813,POINT (-113.39782286173813 53.47836171784077),100,,,RESIDENTIAL,,
1154822,14,3221,119 STREET NW,N,5490,SWEET GRASS,Ipiihkoohkanipiaohtsi Ward,209000,53.463969140466915,-113.53755902168045,POINT (-113.53755902168045 53.463969140466915),100,,,RESIDENTIAL,,
1180702,,,,N,5480,STRATHCONA,papastew Ward,7000,53.5241732479624,-113.4926579174034,POINT (-113.4926579174034 53.5241732479624),100,,,RESIDENTIAL,,
1040906,,9333,45 AVENUE NW,N,6560,PAPASCHASE INDUSTRIAL,Karhiio Ward,3384500,53.48405891473232,-113.47009348396084,POINT (-113.47009348396084 53.48405891473232),100,,,COMMERCIAL,,
1193804,,8703,163 STREET NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,312500,53.52013115529492,-113.60234641684363,POINT (-113.60234641684363 53.52013115529492),100,,,RESIDENTIAL,,
1090281,,7816,162 STREET NW,Y,4390,PATRICIA HEIGHTS,sipiwiyiniwak Ward,411000,53.51113458623011,-113.6016004818944,POINT (-113.6016004818944 53.51113458623011),100,,,RESIDENTIAL,,
1282078,417,1945,105 STREET NW,N,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,84000,53.44909954229303,-113.49950518146967,POINT (-113.49950518146967 53.44909954229303),100,,,RESIDENTIAL,,
1061274,,18168,96 AVENUE NW,N,4240,LA PERLE,Nakota Isga Ward,179000,53.53067073274137,-113.63578507800712,POINT (-113.63578507800712 53.53067073274137),100,,,RESIDENTIAL,,
1291871,203,17119,63 AVENUE NW,N,4080,CALLINGWOOD SOUTH,sipiwiyiniwak Ward,114500,53.498984120984986,-113.61930247333459,POINT (-113.61930247333459 53.498984120984986),100,,,RESIDENTIAL,,
1312164,,3568,42 STREET NW,N,6530,MINCHAU,Sspomitapi Ward,167000,53.46633026354483,-113.40715554075486,POINT (-113.40715554075486 53.46633026354483),100,,,RESIDENTIAL,,
1296789,,9709,152 STREET NW,Y,4580,WEST JASPER PLACE,Nakota Isga Ward,380000,53.53491924139417,-113.58280176172528,POINT (-113.58280176172528 53.53491924139417),100,,,RESIDENTIAL,,
1127828,,310,17 STREET SW,Y,6669,ALCES,Sspomitapi Ward,607500,53.42946511787661,-113.36795218638107,POINT (-113.36795218638107 53.42946511787661),100,,,RESIDENTIAL,,
1053263,,3618,42 AVENUE NW,Y,6370,KINISKI GARDENS,Sspomitapi Ward,261000,53.479038175600934,-113.39703386173738,POINT (-113.39703386173738 53.479038175600934),100,,,RESIDENTIAL,,
1039163,,10337,172 AVENUE NW,N,3030,BATURYN,tastawiyiniwak Ward,174500,53.63293908984427,-113.50158087257476,POINT (-113.50158087257476 53.63293908984427),100,,,RESIDENTIAL,,
1175579,,16421,115 STREET NW,N,3180,DUNLUCE,Anirniq Ward,173000,53.625604811329936,-113.5219637567292,POINT (-113.5219637567292 53.625604811329936),100,,,RESIDENTIAL,,
1047026,,7544,152B AVENUE NW,Y,2410,KILKENNY,tastawiyiniwak Ward,337000,53.61474001040438,-113.4594049944755,POINT (-113.4594049944755 53.61474001040438),100,,,RESIDENTIAL,,
1299460,,263,LAGO LINDO CRESCENT NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,335000,53.630492513819945,-113.48954959861217,POINT (-113.48954959861217 53.630492513819945),100,,,RESIDENTIAL,,
1037555,,8308,MCINTYRE ROAD NW,N,6430,MCINTYRE INDUSTRIAL,Karhiio Ward,1000,53.493801137841245,-113.44905473079419,POINT (-113.44905473079419 53.493801137841245),100,,,COMMERCIAL,,
1182500,,8901,160 STREET NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,349000,53.524483494059226,-113.5957432526446,POINT (-113.5957432526446 53.524483494059226),100,,,RESIDENTIAL,,
1181296,,7603,190 STREET NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,370000,53.51013173338872,-113.6510767837853,POINT (-113.6510767837853 53.51013173338872),100,,,RESIDENTIAL,,
1218130,,16625,83 AVENUE NW,N,4140,ELMWOOD,sipiwiyiniwak Ward,228000,53.516121186889585,-113.60915177979481,POINT (-113.60915177979481 53.516121186889585),100,,,COMMERCIAL,,
1287085,1202,10145,121 STREET NW,N,1150,OLIVER,O-day'min Ward,111000,53.542161896253226,-113.53018329065722,POINT (-113.53018329065722 53.542161896253226),100,,,RESIDENTIAL,,
1106657,,16033,132 AVENUE NW,N,4320,MISTATIM INDUSTRIAL,Anirniq Ward,566000,53.59115799505872,-113.59934146352698,POINT (-113.59934146352698 53.59115799505872),100,,,COMMERCIAL,,
1210202,,16006,94A AVENUE NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,333500,53.53093844565312,-113.59795333090966,POINT (-113.59795333090966 53.53093844565312),100,,,RESIDENTIAL,,
1242379,,16617,93A AVENUE NW,N,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,375500,53.529402259046805,-113.61102477703346,POINT (-113.61102477703346 53.529402259046805),100,,,RESIDENTIAL,,
1316066,100,10010,119 STREET NW,N,1150,OLIVER,O-day'min Ward,552000,53.540144793026066,-113.52725484458843,POINT (-113.52725484458843 53.540144793026066),100,,,RESIDENTIAL,,
1298827,,9431,152 STREET NW,Y,4500,SHERWOOD,sipiwiyiniwak Ward,253500,53.5309534771301,-113.58280964518741,POINT (-113.58280964518741 53.5309534771301),100,,,RESIDENTIAL,,
1239037,,16605,92A AVENUE NW,Y,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,348500,53.52783733580583,-113.60937946624894,POINT (-113.60937946624894 53.52783733580583),100,,,RESIDENTIAL,,
1072586,,2303,51 AVENUE NW,N,6690,SOUTHEAST INDUSTRIAL,Sspomitapi Ward,2869000,53.48648749194989,-113.37813349911934,POINT (-113.37813349911934 53.48648749194989),100,,,COMMERCIAL,,
1145788,,15636,81 AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,421500,53.5159545861044,-113.5940784694078,POINT (-113.5940784694078 53.5159545861044),100,,,RESIDENTIAL,,
1206069,,15921,93 AVENUE NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,346000,53.528089405866574,-113.59632899420762,POINT (-113.59632899420762 53.528089405866574),100,,,RESIDENTIAL,,
1092451,,8408,45 STREET NW,N,6540,MORRIS INDUSTRIAL,Métis Ward,418000,53.52003585287881,-113.41101334683606,POINT (-113.41101334683606 53.52003585287881),100,,,COMMERCIAL,,
1101104,,1403,195 AVENUE NW,Y,2671,MARQUIS,Dene Ward,916500,53.656536550264754,-113.364464721921,POINT (-113.364464721921 53.656536550264754),100,,,COMMERCIAL,,
1238195,,16614,92A AVENUE NW,Y,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,363500,53.52797429061002,-113.61040512230264,POINT (-113.61040512230264 53.52797429061002),100,,,RESIDENTIAL,,
1090901,,7828,159 STREET NW,Y,4390,PATRICIA HEIGHTS,sipiwiyiniwak Ward,378000,53.51082462651838,-113.59731014672602,POINT (-113.59731014672602 53.51082462651838),100,,,RESIDENTIAL,,
1182401,103,10330,116 STREET NW,N,1150,OLIVER,O-day'min Ward,97000,53.54533669113939,-113.52182596053272,POINT (-113.52182596053272 53.54533669113939),100,,,RESIDENTIAL,,
1320720,,9715,157 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,233000,53.53506443282324,-113.59157984853925,POINT (-113.59157984853925 53.53506443282324),100,,,RESIDENTIAL,,
1162460,,8508,190 STREET NW,Y,4020,ALDERGROVE,Nakota Isga Ward,402000,53.518558647839434,-113.6517627674036,POINT (-113.6517627674036 53.518558647839434),100,,,RESIDENTIAL,,
1168178,,7243,180 STREET NW,N,4270,LYMBURN,sipiwiyiniwak Ward,174500,53.506068779246334,-113.63253922789065,POINT (-113.63253922789065 53.506068779246334),100,,,RESIDENTIAL,,
1068584,,3611,ELLERSLIE ROAD SW,Y,6668,MELTWATER,Sspomitapi Ward,733500,53.423871107393616,-113.39692453237541,POINT (-113.39692453237541 53.423871107393616),100,,,RESIDENTIAL,,
1289172,201,17107,64 AVENUE NW,N,4080,CALLINGWOOD SOUTH,sipiwiyiniwak Ward,114500,53.498984120984986,-113.61930247333459,POINT (-113.61930247333459 53.498984120984986),100,,,RESIDENTIAL,,
1078468,,15248,81 STREET NW,N,2410,KILKENNY,tastawiyiniwak Ward,297500,53.61518568349802,-113.46678512566568,POINT (-113.46678512566568 53.61518568349802),100,,,RESIDENTIAL,,
